999.9960.600;85437099;85395000
339.0002.455;85437099;85395000
524.0059.285;85437099;85395000
524.1002.285;85437099;85395000
524.3117.682;85437099;85395000
524.9944.505;85437099;85395000
313.5007.505;85437099;85395000
524.9965.505;85437099;85395000
524.9997.283;85437099;85395000
524.8018.228;85437099;85395000
524.7018.228;85437099;85395000
524.4988.600;85437099;85395000
525.7335.505;85437099;85395000
525.4101.600;85437099;85395000
524.0001.783;85437099;85395000
524.0069.285;85437099;85395000
524.0070.285;85437099;85395000
524.0071.285;85437099;85395000
525.1003.285;85437099;85395000
339.0001.908;69089000;69072100
525.3001.053;85437099;85395000
339.0002.908;69089000;69072100
524.4528.505;85437099;85395000
524.9988.505;85437099;85395000
524.9951.505;85437099;85395000
339.9961.600;38249039;38249939
339.9967.181;44219000;44219900
524.9328.505;85437099;85395000
524.7350.505;85437099;85395000
524.6328.505;85437099;85395000
524.2328.505;85437099;85395000
411.4938.171;44219000;44219900
411.9899.181;44219000;44219900
411.9903.181;44219000;44219900
524.1225.505;85437099;85395000
524.9225.505;85437099;85395000
524.1996.228;85437099;85395000
524.0013.228;85437099;85395000
524.0007.228;85437099;85395000
524.0009.228;85437099;85395000
524.0012.228;85437099;85395000
339.9999.155;85437099;85395000
524.9922.155;85437099;85395000
524.7360.505;85437099;85395000
524.9938.505;85437099;85395000
313.6126.600;85437099;85395000
524.2106.682;85437099;85395000
524.4069.285;85437099;85395000
524.9945.505;85437099;85395000
524.0332.285;85437099;85395000
524.9989.505;85437099;85395000
524.0003.505;85437099;85395000
524.9991.155;85437099;85395000
524.9990.155;85437099;85395000
524.4329.228;85437099;85395000
524.4997.283;85437099;85395000
524.9938.285;85437099;85395000
524.6715.053;85437099;85395000
524.9986.505;85437099;85395000
522.9999.283;85437099;85395000
523.0085.505;85437099;85395000
523.0086.505;85437099;85395000
524.4130.600;85437099;85395000
525.4335.505;85437099;85395000
524.8996.228;85437099;85395000
524.0122.285;85437099;85395000
524.0123.285;85437099;85395000
524.0124.285;85437099;85395000
524.0125.285;85437099;85395000
524.0126.285;85437099;85395000
524.0127.285;85437099;85395000
524.0128.285;85437099;85395000
524.9942.505;85437099;85395000
524.0129.285;85437099;85395000
524.9985.505;85437099;85395000
524.9963.505;85437099;85395000
524.9962.505;85437099;85395000
524.1130.285;85437099;85395000
524.0130.285;85437099;85395000
524.3146.644;85437099;85395000
524.6646.283;85437099;85395000
524.1069.285;85437099;85395000
524.0132.285;85437099;85395000
524.1006.285;85437099;85395000
524.9993.155;85437099;85395000
524.0008.155;85437099;85395000
524.9989.155;85437099;85395000
524.4506.682;85437099;85395000
524.5506.682;85437099;85395000
524.0029.845;85437099;85395000
524.0009.845;85437099;85395000
524.0007.505;85437099;85395000
524.9995.155;85437099;85395000
524.9985.155;85437099;85395000
524.9994.155;85437099;85395000
524.0008.505;85437099;85395000
524.6506.682;85437099;85395000
524.0009.505;85437099;85395000
524.7506.682;85437099;85395000
524.9984.155;85437099;85395000
524.9992.155;85437099;85395000
524.0014.155;85437099;85395000
524.0013.155;85437099;85395000
524.9983.155;85437099;85395000
524.0506.682;85437099;85395000
524.9980.505;85437099;85395000
524.1246.682;85437099;85395000
524.7361.505;85437099;85395000
313.5009.505;85437099;85395000
524.7953.505;85437099;85395000
524.9953.505;85437099;85395000
524.1953.505;85437099;85395000
313.5008.505;85437099;85395000
524.9955.505;85437099;85395000
524.7363.505;85437099;85395000
524.4954.505;85437099;85395000
524.0016.228;85437099;85395000
524.9954.505;85437099;85395000
524.6953.505;85437099;85395000
524.3954.505;85437099;85395000
524.2004.050;85437099;85395000
524.2004.600;85437099;85395000
524.3005.600;85437099;85395000
524.2005.600;85437099;85395000
524.0001.621;85437099;85395000
524.2005.050;85437099;85395000
524.9989.600;85437099;85395000
524.0002.621;85437099;85395000
524.3947.505;85437099;85395000
524.0058.505;85437099;85395000
524.9018.228;85437099;85395000
524.9118.228;85437099;85395000
524.3321.228;85437099;85395000
524.9318.228;85437099;85395000
524.9418.228;85437099;85395000
524.9518.228;85437099;85395000
524.9618.228;85437099;85395000
524.0515.053;85437099;85395000
524.0001.478;85437099;85395000
524.9988.600;85437099;85395000
524.2988.600;85437099;85395000
524.1245.682;85437099;85395000
524.9992.228;85437099;85395000
524.9998.283;85437099;85395000
524.9987.600;85437099;85395000
524.1002.155;85437099;85395000
313.1002.155;85437099;85395000
524.9912.155;85437099;85395000
524.4006.682;85437099;85395000
524.0010.845;85437099;85395000
524.2683.505;85437099;85395000
524.0006.505;85437099;85395000
524.9935.505;85437099;85395000
524.9961.505;85437099;85395000
524.9960.505;85437099;85395000
524.9959.505;85437099;85395000
524.9982.505;85437099;85395000
524.6126.600;85437099;85395000
524.4996.228;85437099;85395000
524.4354.505;85437099;85395000
524.4160.505;85437099;85395000
524.4060.505;85437099;85395000
524.0060.505;85437099;85395000
524.3003.053;85437099;85395000
524.4715.053;85437099;85395000
524.9999.283;85437099;85395000
524.9914.155;85437099;85395000
524.0005.505;85437099;85395000
524.0015.155;85437099;85395000
524.0005.682;85437099;85395000
524.9919.155;85437099;85395000
525.0003.171;85437099;85395000
524.0006.682;85437099;85395000
524.2058.505;85437099;85395000
524.9981.505;85437099;85395000
524.1008.228;85437099;85395000
524.0008.228;85437099;85395000
524.0014.228;85437099;85395000
524.2119.505;85437099;85395000
524.0021.228;85437099;85395000
524.0018.228;85437099;85395000
524.9994.228;85437099;85395000
524.0010.228;85437099;85395000
524.3092.228;85437099;85395000
524.9999.228;85437099;85395000
524.9998.228;85437099;85395000
524.0003.228;85437099;85395000
524.0004.228;85437099;85395000
524.0006.228;85437099;85395000
524.3492.228;85437099;85395000
524.0019.228;85437099;85395000
524.9996.228;85437099;85395000
524.4492.228;85437099;85395000
524.9997.155;85437099;85395000
524.9996.155;85437099;85395000
524.9987.155;85437099;85395000
524.9988.155;85437099;85395000
524.0005.155;85437099;85395000
524.9981.155;85437099;85395000
524.9982.155;85437099;85395000
524.9999.229;85437099;85395000
524.0328.505;85437099;85395000
524.7365.505;85437099;85395000
524.9913.155;85437099;85395000
313.1001.155;85437099;85395000
524.9999.155;85437099;85395000
524.0006.155;85437099;85395000
524.9998.155;85437099;85395000
524.5011.228;85437099;85395000
524.1006.682;85437099;85395000
524.3069.285;85437099;85395000
524.2006.682;85437099;85395000
524.0003.621;85437099;85395000
524.4011.228;85437099;85395000
524.2069.285;85437099;85395000
524.3006.682;85437099;85395000
524.0023.505;85437099;85395000
524.0015.505;85437099;85395000
524.7367.505;85437099;85395000
524.4023.505;85437099;85395000
524.9983.505;85437099;85395000
524.7368.505;85437099;85395000
524.7369.505;85437099;85395000
524.9979.505;85437099;85395000
524.9978.505;85437099;85395000
524.3938.181;85437099;85395000
524.2228.505;85437099;85395000
524.2218.505;85437099;85395000
524.7728.505;85437099;85395000
524.2728.505;85437099;85395000
524.8328.505;85437099;85395000
524.9984.505;85437099;85395000
524.0010.505;85437099;85395000
524.9952.505;85437099;85395000
524.9950.505;85437099;85395000
524.4118.505;85437099;85395000
524.2118.505;85437099;85395000
524.5058.505;85437099;85395000
524.9931.505;85437099;85395000
525.1384.505;85437099;85395000
524.0015.228;85437099;85395000
524.0002.228;85437099;85395000
524.9997.228;85437099;85395000
524.9970.505;85437099;85395000
524.8932.505;85437099;85395000
524.0030.505;85437099;85395000
524.0024.505;85437099;85395000
524.4328.505;85437099;85395000
524.3328.505;85437099;85395000
524.9972.505;85437099;85395000
524.9949.505;85437099;85395000
524.9948.505;85437099;85395000
524.3996.228;85437099;85395000
524.0027.505;85437099;85395000
524.2059.505;85437099;85395000
524.7333.505;85437099;85395000
524.9932.505;85437099;85395000
524.2688.505;85437099;85395000
524.2689.505;85437099;85395000
524.9943.505;85437099;85395000
524.5060.505;85437099;85395000
524.6060.505;85437099;85395000
524.9941.505;85437099;85395000
